transaction_id,user_id,timestamp,amount,recipient_id,transaction_type,device_id,location,is_fraud,fraud_type
TXN_00000207,USER_0769,2025-11-27 20:59:19.646568,9617.91,RECIP_0324,Bill Payment,DEV_033,Hyderabad,0,legitimate
TXN_00000208,USER_0017,2025-09-24 13:51:19.646574,10,RECIP_0238,Bill Payment,DEV_066,Delhi,1,micropay_scam
TXN_00000209,USER_0519,2025-09-30 08:43:19.646580,3252.14,RECIP_0370,Bill Payment,DEV_089,Bangalore,0,legitimate
TXN_00000210,USER_0487,2025-11-29 08:07:19.646586,19684.11,RECIP_0210,P2P,DEV_070,Chennai,0,legitimate
TXN_00000211,USER_0298,2025-10-05 09:32:19.646592,2496.54,RECIP_0434,Bill Payment,DEV_069,Chennai,0,legitimate
TXN_00000212,USER_0028,2025-09-26 00:37:19.646598,10178.76,RECIP_0481,P2P,DEV_076,Hyderabad,0,legitimate
TXN_00000213,USER_0785,2025-11-22 21:29:19.646604,5,RECIP_0053,Recharge,DEV_037,Kolkata,1,micropay_scam
TXN_00000214,USER_0849,2025-09-07 13:17:19.646609,78626.22,RECIP_0289,P2P,DEV_001,Bangalore,1,new_recipient
TXN_00000215,USER_0183,2025-11-02 18:11:19.646615,3927.01,RECIP_0360,P2P,DEV_062,Kolkata,0,legitimate
TXN_00000216,USER_0484,2025-10-18 11:10:19.646621,3474.27,RECIP_0028,P2P,DEV_083,Hyderabad,0,legitimate
TXN_00000217,USER_0943,2025-10-19 19:35:19.646627,9857.62,RECIP_0232,Bill Payment,DEV_079,Bangalore,0,legitimate
TXN_00000218,USER_0096,2025-09-25 19:59:19.646632,10,RECIP_0233,Bill Payment,DEV_100,Mumbai,1,micropay_scam
TXN_00000219,USER_0489,2025-09-08 19:29:19.646638,16811.77,RECIP_0103,P2M,DEV_044,Hyderabad,0,legitimate
TXN_00000220,USER_0812,2025-09-25 01:03:19.646644,9127.72,RECIP_0124,P2M,DEV_017,Chennai,0,legitimate
TXN_00000221,USER_0714,2025-10-11 14:00:19.646649,5836.33,RECIP_0306,P2P,DEV_095,Hyderabad,0,legitimate
TXN_00000222,USER_0375,2025-10-10 14:51:19.646655,6551.38,RECIP_0285,Recharge,DEV_082,Mumbai,0,legitimate
TXN_00000223,USER_0466,2025-09-25 21:56:19.646661,3680.26,RECIP_0411,Recharge,DEV_011,Delhi,0,legitimate
TXN_00000224,USER_0534,2025-10-23 03:04:19.646667,7236.15,RECIP_0254,Bill Payment,DEV_020,Delhi,0,legitimate
TXN_00000225,USER_0737,2025-09-12 14:00:19.646673,22822.49,RECIP_0465,P2M,DEV_007,Bangalore,0,legitimate
TXN_00000226,USER_0981,2025-09-18 17:46:19.646680,14626.41,RECIP_0462,Recharge,DEV_072,Kolkata,0,legitimate
TXN_00000227,USER_0846,2025-10-25 23:24:19.646685,3464.95,RECIP_0226,P2P,DEV_003,Kolkata,0,legitimate
TXN_00000228,USER_0707,2025-11-07 22:57:19.646691,7751.99,RECIP_0401,P2P,DEV_088,Delhi,0,legitimate
TXN_00000229,USER_0727,2025-11-17 22:25:19.646697,4140.98,RECIP_0116,Bill Payment,DEV_023,Bangalore,0,legitimate
TXN_00000230,USER_0356,2025-09-25 13:54:19.646703,4780.43,RECIP_0121,P2P,DEV_050,Bangalore,0,legitimate
TXN_00000231,USER_0384,2025-10-09 15:16:19.646708,14704.46,RECIP_0114,Recharge,DEV_033,Bangalore,0,legitimate
TXN_00000232,USER_0297,2025-11-09 01:37:19.646714,35322.13,RECIP_0232,Recharge,DEV_057,Hyderabad,0,legitimate
TXN_00000233,USER_0419,2025-10-12 11:26:19.646720,3192.86,RECIP_0016,P2P,DEV_028,Bangalore,0,legitimate
TXN_00000234,USER_0476,2025-11-23 20:32:19.646726,3688.85,RECIP_0310,P2P,DEV_077,Chennai,0,legitimate
TXN_00000235,USER_0053,2025-10-04 08:39:19.646732,49174.52,RECIP_0267,Bill Payment,DEV_085,Delhi,1,velocity_attack
TXN_00000236,USER_0956,2025-09-05 04:41:19.646737,6423.39,RECIP_0385,Recharge,DEV_064,Chennai,0,legitimate
TXN_00000237,USER_0384,2025-11-29 13:27:19.646743,8002.88,RECIP_0121,P2P,DEV_021,Hyderabad,0,legitimate
TXN_00000238,USER_0975,2025-09-08 18:32:19.646749,10711.39,RECIP_0150,Bill Payment,DEV_007,Delhi,1,fake_refund
TXN_00000239,USER_0519,2025-09-15 04:34:19.646758,31557.24,RECIP_0300,P2P,DEV_096,Hyderabad,1,velocity_attack
TXN_00000240,USER_0339,2025-10-29 23:44:19.646764,8606.48,RECIP_0401,P2P,DEV_041,Mumbai,0,legitimate
TXN_00000241,USER_0557,2025-09-28 05:32:19.646770,25401.41,RECIP_0011,P2M,DEV_086,Kolkata,1,new_recipient
TXN_00000242,USER_0937,2025-10-24 20:09:19.646776,20272.86,RECIP_0492,P2M,DEV_066,Chennai,0,legitimate
TXN_00000243,USER_0631,2025-11-26 22:45:19.646782,2063.26,RECIP_0397,P2P,DEV_031,Delhi,0,legitimate
TXN_00000244,USER_0458,2025-12-04 10:16:19.646788,5492.22,RECIP_0349,Bill Payment,DEV_009,Kolkata,0,legitimate
TXN_00000245,USER_0490,2025-10-21 04:07:19.646793,43391.46,RECIP_0243,P2P,DEV_006,Kolkata,1,velocity_attack
TXN_00000246,USER_0552,2025-09-06 23:06:19.646801,10713.59,RECIP_0243,P2P,DEV_036,Delhi,1,fake_refund
TXN_00000247,USER_0110,2025-10-16 10:38:19.646807,11013.45,RECIP_0269,Bill Payment,DEV_078,Bangalore,0,legitimate
TXN_00000248,USER_0229,2025-10-15 15:26:19.646813,5389.85,RECIP_0149,Recharge,DEV_081,Chennai,0,legitimate
TXN_00000249,USER_0175,2025-10-17 01:49:19.646818,2961.55,RECIP_0081,P2M,DEV_100,Delhi,0,legitimate
TXN_00000250,USER_0038,2025-10-21 23:20:19.646824,11820.41,RECIP_0376,Recharge,DEV_046,Mumbai,0,legitimate
TXN_00000251,USER_0311,2025-10-27 00:28:19.646855,18311.5,RECIP_0436,Recharge,DEV_074,Hyderabad,0,legitimate
TXN_00000252,USER_0395,2025-10-31 15:46:19.646895,9335.96,RECIP_0236,Recharge,DEV_029,Delhi,0,legitimate
TXN_00000253,USER_0201,2025-10-21 08:39:19.646903,4777.68,RECIP_0088,P2M,DEV_022,Delhi,0,legitimate
TXN_00000254,USER_0338,2025-09-27 11:02:19.646909,15392.84,RECIP_0161,P2P,DEV_001,Bangalore,0,legitimate
TXN_00000255,USER_0669,2025-09-08 08:50:19.646915,20426.26,RECIP_0319,Recharge,DEV_039,Kolkata,0,legitimate
TXN_00000256,USER_0671,2025-10-14 06:24:19.646921,42350.02,RECIP_0306,P2M,DEV_085,Mumbai,1,velocity_attack
TXN_00000257,USER_0843,2025-09-20 12:20:19.646926,17505.1,RECIP_0453,P2P,DEV_016,Hyderabad,0,legitimate
TXN_00000258,USER_0505,2025-11-25 12:01:19.646933,2160.44,RECIP_0032,P2P,DEV_086,Kolkata,0,legitimate
TXN_00000259,USER_0106,2025-11-07 01:16:19.646939,16800.94,RECIP_0289,P2M,DEV_006,Delhi,1,fake_refund
TXN_00000260,USER_0608,2025-11-11 05:19:19.646944,4534.78,RECIP_0236,P2P,DEV_011,Mumbai,0,legitimate
TXN_00000261,USER_0818,2025-11-17 19:50:19.646950,5086.12,RECIP_0003,P2P,DEV_015,Delhi,0,legitimate
TXN_00000262,USER_0929,2025-10-24 22:39:19.646956,4352.03,RECIP_0265,Recharge,DEV_062,Mumbai,0,legitimate
TXN_00000263,USER_0261,2025-09-10 21:18:19.646965,11273.71,RECIP_0220,Recharge,DEV_044,Mumbai,0,legitimate
TXN_00000264,USER_0506,2025-09-24 19:01:19.646971,3543.74,RECIP_0152,P2P,DEV_070,Mumbai,0,legitimate
TXN_00000265,USER_0625,2025-09-16 00:36:19.646977,23258.34,RECIP_0183,Bill Payment,DEV_029,Bangalore,0,legitimate
TXN_00000266,USER_0966,2025-10-11 07:27:19.646984,3549.94,RECIP_0088,P2P,DEV_100,Mumbai,0,legitimate
TXN_00000267,USER_0908,2025-10-31 00:22:19.646990,43615.24,RECIP_0290,P2M,DEV_065,Delhi,1,velocity_attack
TXN_00000268,USER_0989,2025-11-11 23:03:19.646996,2833.17,RECIP_0151,Bill Payment,DEV_033,Hyderabad,0,legitimate
TXN_00000269,USER_0240,2025-09-25 00:21:19.647003,3603.52,RECIP_0101,P2M,DEV_009,Kolkata,0,legitimate
TXN_00000270,USER_0372,2025-09-10 15:41:19.647008,63592.57,RECIP_0110,P2P,DEV_020,Hyderabad,1,new_recipient
TXN_00000271,USER_0052,2025-09-06 12:52:19.647015,31645.84,RECIP_0119,Bill Payment,DEV_081,Bangalore,0,legitimate
TXN_00000272,USER_0862,2025-10-07 18:07:19.647021,4531.47,RECIP_0207,Recharge,DEV_032,Hyderabad,0,legitimate
TXN_00000273,USER_0053,2025-10-04 22:19:19.647027,9195.68,RECIP_0444,Recharge,DEV_098,Chennai,0,legitimate
TXN_00000274,USER_0645,2025-10-11 17:49:19.647033,1777.9,RECIP_0173,Bill Payment,DEV_075,Hyderabad,0,legitimate
TXN_00000275,USER_0572,2025-09-15 00:50:19.647039,3018.71,RECIP_0301,P2P,DEV_016,Kolkata,0,legitimate
TXN_00000276,USER_0232,2025-12-03 16:16:19.647045,71144.66,RECIP_0272,P2M,DEV_046,Kolkata,0,legitimate
TXN_00000277,USER_0886,2025-10-17 18:29:19.647051,4520.24,RECIP_0411,Recharge,DEV_020,Bangalore,0,legitimate
TXN_00000278,USER_0669,2025-10-18 16:38:19.647057,3047.72,RECIP_0037,P2P,DEV_012,Delhi,1,fake_refund
TXN_00000279,USER_0133,2025-10-03 06:50:19.647063,26281.46,RECIP_0300,P2M,DEV_027,Delhi,0,legitimate
TXN_00000280,USER_0452,2025-09-19 18:20:19.647068,11900.03,RECIP_0081,P2M,DEV_001,Bangalore,0,legitimate
TXN_00000281,USER_0074,2025-10-17 23:24:19.647074,1631.05,RECIP_0485,P2M,DEV_023,Delhi,0,legitimate
TXN_00000282,USER_0955,2025-10-12 01:01:19.647080,17683.43,RECIP_0001,P2P,DEV_079,Chennai,0,legitimate
TXN_00000283,USER_0998,2025-11-23 00:22:19.647086,2271.48,RECIP_0141,Bill Payment,DEV_036,Bangalore,0,legitimate
TXN_00000284,USER_0171,2025-10-05 07:55:19.647091,6360.09,RECIP_0361,P2P,DEV_038,Delhi,0,legitimate
TXN_00000285,USER_0184,2025-11-22 05:53:19.647098,4512.61,RECIP_0288,P2M,DEV_002,Hyderabad,0,legitimate
TXN_00000286,USER_0692,2025-11-28 16:31:19.647104,9305.43,RECIP_0078,Recharge,DEV_099,Bangalore,0,legitimate
TXN_00000287,USER_0345,2025-10-04 00:52:19.647110,8325.0,RECIP_0100,Bill Payment,DEV_036,Mumbai,0,legitimate
TXN_00000288,USER_0838,2025-10-05 21:42:19.647115,1852.12,RECIP_0292,P2M,DEV_001,Chennai,0,legitimate
TXN_00000289,USER_0659,2025-11-04 20:18:19.647121,816.92,RECIP_0309,Recharge,DEV_073,Mumbai,0,legitimate
TXN_00000290,USER_0631,2025-11-29 07:47:19.647128,4429.48,RECIP_0066,P2M,DEV_006,Hyderabad,0,legitimate
TXN_00000291,USER_0095,2025-09-08 06:56:19.647134,5909.0,RECIP_0419,P2M,DEV_047,Bangalore,1,velocity_attack
TXN_00000292,USER_0625,2025-09-09 21:33:19.647139,2,RECIP_0477,P2P,DEV_066,Hyderabad,1,micropay_scam
TXN_00000293,USER_0470,2025-12-04 15:27:19.647146,6947.81,RECIP_0087,P2P,DEV_069,Mumbai,0,legitimate
TXN_00000294,USER_0288,2025-10-25 21:47:19.647152,12234.23,RECIP_0484,Recharge,DEV_063,Mumbai,0,legitimate
TXN_00000295,USER_0457,2025-09-19 12:00:19.647157,11254.08,RECIP_0399,Bill Payment,DEV_024,Mumbai,0,legitimate
TXN_00000296,USER_0780,2025-10-01 18:59:19.647163,8023.2,RECIP_0038,P2P,DEV_053,Bangalore,0,legitimate
TXN_00000297,USER_0999,2025-09-27 07:35:19.647169,11292.64,RECIP_0331,Recharge,DEV_051,Hyderabad,0,legitimate
TXN_00000298,USER_0125,2025-09-06 03:56:19.647175,1408.3,RECIP_0166,Bill Payment,DEV_053,Hyderabad,0,legitimate
TXN_00000299,USER_0156,2025-11-25 16:40:19.647181,14470.34,RECIP_0433,Bill Payment,DEV_080,Mumbai,1,fake_refund
TXN_00000300,USER_0778,2025-10-10 16:54:19.647186,6683.55,RECIP_0345,Recharge,DEV_004,Kolkata,0,legitimate
TXN_00000301,USER_0435,2025-10-08 09:51:19.647192,3289.22,RECIP_0218,P2M,DEV_068,Mumbai,0,legitimate
TXN_00000302,USER_0463,2025-11-29 14:25:19.647198,9684.05,RECIP_0358,P2P,DEV_095,Mumbai,0,legitimate
TXN_00000303,USER_0650,2025-10-11 08:34:19.647206,2401.04,RECIP_0202,P2M,DEV_031,Kolkata,0,legitimate
TXN_00000304,USER_0563,2025-10-15 09:07:19.647212,5842.63,RECIP_0418,P2P,DEV_061,Kolkata,0,legitimate
TXN_00000305,USER_0111,2025-11-19 15:23:19.647217,983.54,RECIP_0251,P2P,DEV_068,Hyderabad,0,legitimate
TXN_00000306,USER_0322,2025-10-29 16:28:19.647223,22244.34,RECIP_0485,P2M,DEV_039,Bangalore,0,legitimate
TXN_00000307,USER_0715,2025-09-10 13:42:19.647229,7521.63,RECIP_0429,Bill Payment,DEV_017,Delhi,0,legitimate
TXN_00000308,USER_0017,2025-12-02 05:52:19.647235,1,RECIP_0400,Recharge,DEV_074,Bangalore,1,micropay_scam
TXN_00000309,USER_0853,2025-10-25 12:59:19.647241,10,RECIP_0429,Recharge,DEV_054,Mumbai,1,micropay_scam
TXN_00000310,USER_0500,2025-11-04 08:44:19.647247,3243.81,RECIP_0023,Bill Payment,DEV_013,Mumbai,0,legitimate
TXN_00000311,USER_0512,2025-11-21 04:29:19.647253,2621.38,RECIP_0149,Recharge,DEV_026,Bangalore,0,legitimate
TXN_00000312,USER_0929,2025-12-04 19:25:19.647259,1705.6,RECIP_0155,Recharge,DEV_068,Chennai,0,legitimate
TXN_00000313,USER_0931,2025-10-05 03:45:19.647265,79891.76,RECIP_0473,P2P,DEV_071,Mumbai,1,new_recipient
TXN_00000314,USER_0710,2025-11-12 12:42:19.647271,30715.11,RECIP_0424,Bill Payment,DEV_014,Hyderabad,1,new_recipient
TXN_00000315,USER_0373,2025-10-18 14:10:19.647277,49534.04,RECIP_0474,Recharge,DEV_048,Kolkata,1,velocity_attack
TXN_00000316,USER_0325,2025-09-06 08:24:19.647283,16442.64,RECIP_0123,P2M,DEV_006,Kolkata,1,fake_refund
TXN_00000317,USER_0568,2025-10-18 01:09:19.647289,1996.4,RECIP_0458,P2M,DEV_011,Chennai,0,legitimate
TXN_00000318,USER_0598,2025-11-24 14:52:19.647295,5155.14,RECIP_0080,Bill Payment,DEV_032,Chennai,1,velocity_attack
TXN_00000319,USER_0904,2025-09-26 04:10:19.647301,1,RECIP_0222,Recharge,DEV_042,Delhi,1,micropay_scam
TXN_00000320,USER_0406,2025-10-26 18:49:19.647307,6913.01,RECIP_0287,Recharge,DEV_087,Bangalore,0,legitimate
TXN_00000321,USER_0938,2025-11-06 12:49:19.647313,30390.35,RECIP_0223,Recharge,DEV_062,Mumbai,0,legitimate
TXN_00000322,USER_0473,2025-11-11 15:39:19.647319,2051.81,RECIP_0324,Bill Payment,DEV_024,Delhi,0,legitimate
TXN_00000323,USER_0312,2025-09-07 16:28:19.647325,9501.83,RECIP_0354,P2P,DEV_059,Delhi,0,legitimate
TXN_00000324,USER_0355,2025-11-06 05:40:19.647332,1575.57,RECIP_0494,P2P,DEV_074,Kolkata,0,legitimate
TXN_00000325,USER_0328,2025-09-25 06:33:19.647338,46030.88,RECIP_0460,P2M,DEV_028,Bangalore,1,velocity_attack
TXN_00000326,USER_0893,2025-11-08 22:37:19.647344,51889.18,RECIP_0148,P2M,DEV_027,Mumbai,0,legitimate
TXN_00000327,USER_0571,2025-09-06 19:15:19.647350,7046.21,RECIP_0106,Recharge,DEV_038,Mumbai,0,legitimate
TXN_00000328,USER_0589,2025-10-06 04:21:19.647356,3202.16,RECIP_0287,P2P,DEV_081,Mumbai,0,legitimate
TXN_00000329,USER_0241,2025-10-18 10:41:19.647361,29447.82,RECIP_0037,P2M,DEV_002,Mumbai,1,velocity_attack
TXN_00000330,USER_0971,2025-10-25 20:30:19.647367,5,RECIP_0370,P2P,DEV_039,Hyderabad,1,micropay_scam
TXN_00000331,USER_0313,2025-10-19 09:14:19.647373,13380.37,RECIP_0267,P2P,DEV_062,Hyderabad,0,legitimate
TXN_00000332,USER_0012,2025-10-25 05:57:19.647379,13656.12,RECIP_0343,Bill Payment,DEV_054,Chennai,0,legitimate
TXN_00000333,USER_0537,2025-11-20 18:34:19.647385,1443.59,RECIP_0396,P2P,DEV_038,Mumbai,0,legitimate
TXN_00000334,USER_0353,2025-11-03 10:22:19.647391,648.79,RECIP_0392,P2M,DEV_080,Mumbai,0,legitimate
TXN_00000335,USER_0707,2025-11-24 06:21:19.647396,4629.21,RECIP_0186,P2P,DEV_037,Delhi,0,legitimate
TXN_00000336,USER_0255,2025-11-29 01:54:19.647402,2915.02,RECIP_0015,P2P,DEV_029,Hyderabad,0,legitimate
TXN_00000337,USER_0939,2025-11-08 14:59:19.647408,10715.17,RECIP_0306,P2M,DEV_031,Mumbai,0,legitimate
TXN_00000338,USER_0964,2025-09-06 10:12:19.647414,14654.38,RECIP_0460,P2M,DEV_083,Kolkata,0,legitimate
TXN_00000339,USER_0676,2025-11-24 23:28:19.647420,7691.13,RECIP_0220,Bill Payment,DEV_056,Kolkata,0,legitimate
TXN_00000340,USER_0027,2025-11-09 20:17:19.647425,7198.76,RECIP_0478,P2P,DEV_049,Hyderabad,1,fake_refund
TXN_00000341,USER_0381,2025-09-26 05:05:19.647431,2857.67,RECIP_0163,P2M,DEV_095,Mumbai,0,legitimate
TXN_00000342,USER_0711,2025-12-04 09:09:19.647437,17408.86,RECIP_0069,P2P,DEV_096,Bangalore,0,legitimate
TXN_00000343,USER_0154,2025-09-25 19:23:19.647443,5101.16,RECIP_0239,P2P,DEV_052,Hyderabad,0,legitimate
TXN_00000344,USER_0944,2025-11-13 22:53:19.647448,20951.15,RECIP_0324,P2M,DEV_017,Chennai,0,legitimate
TXN_00000345,USER_0092,2025-09-17 18:46:19.647454,2,RECIP_0113,Bill Payment,DEV_027,Mumbai,1,micropay_scam
TXN_00000346,USER_0492,2025-11-27 06:03:19.647460,5477.03,RECIP_0383,Recharge,DEV_075,Bangalore,0,legitimate
TXN_00000347,USER_0817,2025-11-21 04:22:19.647466,12792.51,RECIP_0093,P2M,DEV_027,Bangalore,0,legitimate
TXN_00000348,USER_0205,2025-09-26 03:24:19.647475,21328.5,RECIP_0002,Bill Payment,DEV_078,Kolkata,0,legitimate
TXN_00000349,USER_0071,2025-11-30 06:18:19.647481,8876.91,RECIP_0473,P2P,DEV_051,Chennai,0,legitimate
TXN_00000350,USER_0091,2025-09-23 10:15:19.647487,11377.04,RECIP_0330,Bill Payment,DEV_044,Mumbai,0,legitimate
TXN_00000351,USER_0306,2025-11-15 03:41:19.647493,21515.3,RECIP_0463,P2M,DEV_062,Hyderabad,0,legitimate
TXN_00000352,USER_0439,2025-11-09 19:36:19.647500,12018.54,RECIP_0054,Recharge,DEV_044,Hyderabad,1,new_recipient
TXN_00000353,USER_0278,2025-11-02 05:29:19.647507,29562.02,RECIP_0377,Recharge,DEV_041,Chennai,1,velocity_attack
TXN_00000354,USER_0305,2025-11-11 12:46:19.647513,1,RECIP_0420,Recharge,DEV_094,Mumbai,1,micropay_scam
TXN_00000355,USER_0002,2025-10-02 03:58:19.647519,21933.98,RECIP_0244,P2P,DEV_055,Delhi,0,legitimate
TXN_00000356,USER_0048,2025-11-06 01:41:19.647525,13667.29,RECIP_0139,Bill Payment,DEV_055,Bangalore,0,legitimate
TXN_00000357,USER_0856,2025-10-02 09:11:19.647531,24551.01,RECIP_0436,P2M,DEV_094,Chennai,0,legitimate
TXN_00000358,USER_0664,2025-10-26 15:47:19.647537,5987.9,RECIP_0175,P2M,DEV_081,Hyderabad,0,legitimate
TXN_00000359,USER_0287,2025-10-20 10:24:19.647543,9980.53,RECIP_0114,Bill Payment,DEV_089,Kolkata,0,legitimate
TXN_00000360,USER_0033,2025-09-24 15:31:19.647548,11120.47,RECIP_0435,P2P,DEV_060,Bangalore,1,fake_refund
TXN_00000361,USER_0918,2025-09-26 06:54:19.647554,9084.76,RECIP_0407,P2P,DEV_095,Bangalore,1,fake_refund
TXN_00000362,USER_0456,2025-11-07 16:27:19.647560,7588.21,RECIP_0293,Recharge,DEV_060,Delhi,0,legitimate
TXN_00000363,USER_0095,2025-11-28 04:13:19.647566,9336.59,RECIP_0321,Bill Payment,DEV_010,Mumbai,0,legitimate
TXN_00000364,USER_0992,2025-11-11 12:44:19.647572,10265.34,RECIP_0169,P2M,DEV_060,Hyderabad,0,legitimate
TXN_00000365,USER_0655,2025-10-07 15:23:19.647578,8982.24,RECIP_0331,P2P,DEV_052,Kolkata,0,legitimate
TXN_00000366,USER_0435,2025-12-02 01:58:19.647584,2915.32,RECIP_0447,P2P,DEV_071,Delhi,0,legitimate
TXN_00000367,USER_0568,2025-10-04 08:13:19.647591,2696.2,RECIP_0301,Recharge,DEV_056,Hyderabad,0,legitimate
TXN_00000368,USER_0790,2025-11-11 07:48:19.647597,43506.68,RECIP_0436,Bill Payment,DEV_068,Kolkata,1,new_recipient
TXN_00000369,USER_0085,2025-11-04 17:06:19.647603,39968.93,RECIP_0336,Recharge,DEV_091,Chennai,0,legitimate
TXN_00000370,USER_0030,2025-10-26 05:54:19.647609,1979.76,RECIP_0273,P2M,DEV_073,Chennai,0,legitimate
TXN_00000371,USER_0316,2025-11-10 05:26:19.647615,10665.41,RECIP_0306,P2P,DEV_032,Hyderabad,0,legitimate
TXN_00000372,USER_0202,2025-10-08 06:54:19.647621,3728.94,RECIP_0121,Recharge,DEV_022,Mumbai,0,legitimate
TXN_00000373,USER_0974,2025-09-10 19:57:19.647627,2631.31,RECIP_0250,P2P,DEV_090,Bangalore,0,legitimate
TXN_00000374,USER_0418,2025-11-06 16:00:19.647633,3134.85,RECIP_0110,P2P,DEV_093,Chennai,0,legitimate
TXN_00000375,USER_0534,2025-11-07 05:29:19.647638,35439.17,RECIP_0181,Recharge,DEV_015,Hyderabad,0,legitimate
TXN_00000376,USER_0258,2025-09-28 22:02:19.647644,30415.4,RECIP_0004,Bill Payment,DEV_076,Mumbai,0,legitimate
TXN_00000377,USER_0300,2025-09-20 01:52:19.647650,75764.74,RECIP_0111,Bill Payment,DEV_046,Hyderabad,1,new_recipient
TXN_00000378,USER_0067,2025-10-08 19:56:19.647656,2091.9,RECIP_0017,Bill Payment,DEV_017,Kolkata,0,legitimate
TXN_00000379,USER_0304,2025-10-31 12:42:19.647663,8044.5,RECIP_0128,Recharge,DEV_075,Mumbai,0,legitimate
TXN_00000380,USER_0881,2025-11-20 22:52:19.647668,31328.49,RECIP_0360,Bill Payment,DEV_018,Delhi,1,velocity_attack
TXN_00000381,USER_0946,2025-12-02 13:15:19.647674,812.91,RECIP_0497,P2M,DEV_048,Bangalore,0,legitimate
TXN_00000382,USER_0548,2025-09-15 21:48:19.647680,49681.71,RECIP_0383,Bill Payment,DEV_100,Chennai,1,velocity_attack
TXN_00000383,USER_0961,2025-10-28 02:01:19.647686,16078.38,RECIP_0014,Bill Payment,DEV_054,Mumbai,0,legitimate
TXN_00000384,USER_0679,2025-11-13 09:28:19.647692,7711.27,RECIP_0454,Recharge,DEV_064,Mumbai,0,legitimate
TXN_00000385,USER_0546,2025-11-11 23:03:19.647698,18972.33,RECIP_0044,P2P,DEV_059,Chennai,0,legitimate
TXN_00000386,USER_0941,2025-09-27 06:25:19.647704,4624.58,RECIP_0245,Bill Payment,DEV_026,Chennai,0,legitimate
TXN_00000387,USER_0231,2025-11-25 04:48:19.647710,3287.13,RECIP_0028,Bill Payment,DEV_032,Chennai,0,legitimate
TXN_00000388,USER_0521,2025-09-19 11:24:19.647716,55332.91,RECIP_0029,P2M,DEV_002,Mumbai,1,new_recipient
TXN_00000389,USER_0652,2025-11-26 15:50:19.647722,15750.79,RECIP_0219,P2M,DEV_002,Delhi,0,legitimate
TXN_00000390,USER_0791,2025-11-03 19:54:19.647728,13056.58,RECIP_0433,P2P,DEV_003,Bangalore,1,fake_refund
TXN_00000391,USER_0137,2025-09-19 23:14:19.647734,6472.62,RECIP_0477,Bill Payment,DEV_007,Kolkata,0,legitimate
TXN_00000392,USER_0401,2025-11-04 04:18:19.647739,8295.1,RECIP_0293,Recharge,DEV_006,Hyderabad,0,legitimate
TXN_00000393,USER_0095,2025-10-16 04:33:19.647745,656.4,RECIP_0082,P2P,DEV_005,Delhi,0,legitimate
TXN_00000394,USER_0970,2025-10-08 04:19:19.647787,6491.19,RECIP_0233,Recharge,DEV_082,Bangalore,0,legitimate
TXN_00000395,USER_0005,2025-11-04 11:19:19.647793,4557.79,RECIP_0487,Recharge,DEV_084,Bangalore,0,legitimate
TXN_00000396,USER_0604,2025-09-07 10:26:19.647798,2753.12,RECIP_0400,P2M,DEV_077,Bangalore,0,legitimate
TXN_00000397,USER_0379,2025-11-02 09:50:19.647804,1972.56,RECIP_0133,Bill Payment,DEV_079,Delhi,0,legitimate
TXN_00000398,USER_0072,2025-10-17 14:37:19.647810,2982.78,RECIP_0266,Recharge,DEV_086,Delhi,0,legitimate
TXN_00000399,USER_0049,2025-11-01 08:31:19.647816,35752.8,RECIP_0097,P2P,DEV_033,Hyderabad,0,legitimate
TXN_00000400,USER_0076,2025-10-12 06:39:19.647822,9249.8,RECIP_0098,P2M,DEV_003,Mumbai,0,legitimate
TXN_00000401,USER_0252,2025-09-15 20:06:19.647828,4948.81,RECIP_0243,P2M,DEV_071,Bangalore,0,legitimate
TXN_00000402,USER_0305,2025-11-09 08:59:19.647836,11194.69,RECIP_0310,P2M,DEV_063,Delhi,0,legitimate
TXN_00000403,USER_0567,2025-10-06 00:28:19.647842,55746.74,RECIP_0380,Recharge,DEV_016,Chennai,0,legitimate
TXN_00000404,USER_0698,2025-11-13 18:37:19.647847,11249.69,RECIP_0139,P2M,DEV_085,Bangalore,0,legitimate
TXN_00000405,USER_0674,2025-11-13 01:59:19.647853,5256.49,RECIP_0144,Recharge,DEV_042,Kolkata,0,legitimate
TXN_00000406,USER_0758,2025-10-29 20:41:19.647859,11257.02,RECIP_0167,Recharge,DEV_026,Bangalore,0,legitimate
TXN_00000407,USER_0618,2025-11-20 14:33:19.647865,15503.29,RECIP_0231,Bill Payment,DEV_001,Kolkata,0,legitimate
TXN_00000408,USER_0747,2025-10-27 23:42:19.647870,3052.33,RECIP_0364,Recharge,DEV_069,Bangalore,0,legitimate
TXN_00000409,USER_0793,2025-09-19 18:13:19.647876,17037.49,RECIP_0374,Bill Payment,DEV_012,Chennai,1,fake_refund
TXN_00000410,USER_0716,2025-11-01 19:25:19.647882,10452.33,RECIP_0482,P2P,DEV_015,Chennai,0,legitimate
TXN_00000411,USER_0938,2025-10-13 23:18:19.647888,9457.48,RECIP_0293,Recharge,DEV_048,Hyderabad,0,legitimate
TXN_00000412,USER_0716,2025-11-16 21:55:19.647894,5881.49,RECIP_0157,Bill Payment,DEV_012,Kolkata,0,legitimate
TXN_00000413,USER_0380,2025-11-10 20:57:19.647900,52805.65,RECIP_0459,Recharge,DEV_041,Kolkata,0,legitimate
TXN_00000414,USER_0434,2025-10-27 08:38:19.647906,31972.43,RECIP_0417,P2P,DEV_012,Hyderabad,0,legitimate
